UniprotID,symbol,BL1,BL2,BL3,BL4,BL5,BL6,BL7,BL8,BL9,BL10,AMS1,AMS2,AMS3,AMS4,AMS5,AMS6,AMS7,AMS8,AMS9,AMS10
Q99969,RARRES2,11.21111,11.3646,12.04347,11.44732,11.28718,11.48945,11.49876,11.34188,11.42805,11.22082,11.18141,11.66362,11.36452,11.46231,11.68689,11.69659,11.22655,12.03869,11.07319,11.30192
Q86VB7,CD163,8.23263,7.61712,7.44408,7.71527,8.2963,7.89831,7.76318,8.17391,8.28559,7.7813,8.22841,7.99546,7.45055,8.02414,8.04099,7.55504,7.61359,8.27604,7.92573,7.86769
Q9NS71,GKN1,1.79329,1.93481,1.42966,1.71318,1.94757,1.7729,1.73485,1.94042,1.92292,1.69529,1.8791,1.81344,1.62906,1.92902,1.80652,1.72129,1.72242,2.05712,1.62147,1.86289
P48061,CXCL12,-1.0356,-1.0356,-0.5841,-0.75693,-0.79142,-1.0356,-0.48919,-0.98141,-0.34112,-0.49594,-1.0356,-0.57623,-1.0356,-0.56982,-0.75318,-0.59382,-0.8569,-0.49963,-0.73909,-0.55751
P09104,ENO2,3.75667,2.9778,,4.07182,4.32009,4.17978,4.58922,3.53155,4.28702,,3.29857,3.38286,,3.76542,3.68111,5.31297,4.10709,5.59163,3.41164,
O60609,GFRA3,4.66125,4.62946,4.40859,4.46987,4.80226,4.66602,5.15935,5.01467,4.66754,5.03722,4.41807,4.5944,4.61121,4.84793,4.41321,4.67263,5.28674,5.2779,4.61742,4.98409
Q6UX15,LAYN,5.38944,4.92449,4.73316,4.77269,5.27671,4.77191,5.14146,5.25298,4.97122,5.28956,4.91186,5.05441,5.08775,5.19557,4.93213,4.56085,5.10281,5.21168,5.06388,5.14505
P78325,ADAM8,6.93711,6.61832,6.7473,7.1968,6.63911,6.04621,6.40054,7.11074,6.64568,6.8138,6.92491,6.64957,6.73564,7.37283,6.33523,6.60396,6.44784,7.28084,6.35145,6.68381
P01135,TGFA,3.36339,3.41724,3.31126,3.33062,2.78566,2.48792,2.26021,2.73032,2.56268,2.7472,3.21157,2.8517,3.22623,2.95654,2.60317,3.35901,2.57337,3.04924,2.54252,2.97617
P17931,LGALS3,4.45038,4.38413,4.60907,4.09829,4.79437,4.31126,4.96534,4.49985,4.41403,4.64229,4.43007,4.62382,4.46514,4.32983,4.64334,4.2042,4.85073,4.73357,3.82389,4.84444
P01242,GH2,1.07593,1.64503,2.19313,2.79478,2.31404,3.32399,2.96413,1.20408,3.54656,0.70145,0.89218,1.84881,2.13194,4.31129,1.86078,2.18649,2.73915,1.87939,3.70758,0.79069
Q14162,SCARF1,5.40897,5.57065,7.52593,6.09755,6.56514,6.16058,5.60059,5.44972,5.59324,5.28165,5.57628,5.70627,6.04425,6.01562,6.77436,5.73314,5.36496,7.09144,5.46121,6.17576
Q99731,CCL19,9.1381,9.24114,9.61249,9.21725,9.07883,9.42226,9.34231,8.95903,8.54928,9.05015,8.92792,9.79706,8.77947,9.28476,8.81192,10.1064,9.24995,9.42977,8.29565,9.31758
P29460,IL12B,6.79524,6.72915,7.3348,7.11728,5.86959,6.21487,6.3154,6.91401,6.62071,6.88538,6.76313,6.84183,6.92374,7.42283,5.39779,6.60487,6.5968,7.36007,6.30706,6.86127
Q9NZQ7,CD274,7.05698,6.705,7.39575,7.64864,6.94878,6.90819,6.90337,6.76374,7.34725,6.88362,6.71181,6.80764,6.55142,7.85027,6.72982,7.25856,6.69099,7.52924,6.47962,7.48249
P46109,CRKL,8.04964,8.12349,,8.57804,8.38619,10.24345,9.62116,7.89283,9.41262,,6.79978,7.9341,,9.14526,7.81397,11.23585,8.34385,10.69387,9.40404,
Q86VZ4,LRP11,3.57611,3.13503,,4.33568,4.4236,3.34345,3.60164,4.2828,4.41564,,3.45614,3.23149,,3.90328,3.8306,3.54537,4.7183,4.44014,3.50075,
P18031,PTPN1,3.81783,3.35967,6.50173,4.83913,3.93246,5.49492,4.3431,5.47708,4.76201,3.86487,3.10265,4.22084,4.55871,4.23761,3.76814,5.90676,3.72447,7.35807,4.7224,5.83548
O15263,DEFB4B; DEFB4A,1.4988,0.71995,2.10597,1.71602,3.50459,5.16038,2.13804,1.5351,0.42641,0.07926,0.62354,3.34388,1.77861,-0.14637,1.26677,1.59397,1.69541,3.52787,2.55664,0.84944
P06731,CEACAM5,2.02377,1.34278,1.81704,2.54983,2.59262,1.29399,0.77809,1.50578,1.89919,2.06186,2.19017,1.56947,1.67955,2.58599,1.94166,1.34082,1.30351,2.31881,0.77809,1.68022
O43508,TNFSF12,10.47744,10.20822,10.28754,10.22312,10.54608,9.72173,10.51438,10.05314,10.8845,10.35753,10.18343,10.49911,9.88673,10.22626,10.21824,10.22548,10.52634,10.79059,10.1402,10.20646
P26842,CD27,8.18123,8.07593,8.2107,8.15277,8.03208,8.23782,7.9805,8.37411,7.87646,8.61339,8.18263,8.38521,8.49386,8.32681,7.49313,8.27744,7.93982,8.37192,7.84569,8.61349
Q9Y662,HS3ST3B1,2.49202,1.86797,2.41938,1.97231,2.26752,1.91699,2.02039,2.20921,2.73107,2.47789,2.19947,1.80774,2.25218,2.63295,2.49556,2.21337,1.8594,2.17426,2.29529,2.71167
P50895,BCAM,1.92039,2.21012,1.60903,1.38529,2.30412,1.27239,1.57172,1.91084,1.66396,1.70405,1.96516,1.92502,1.60438,1.64409,1.96213,1.40158,1.63166,2.22942,1.7129,1.27078
Q02246,CNTN2,3.42031,3.26494,2.78976,2.86192,,3.80497,3.58266,4.38506,2.85345,4.21121,3.09474,3.22409,2.83263,3.19437,,3.52179,3.27523,4.50989,3.10875,3.93867
Q03426,MVK,2.76117,1.8,2.32252,1.81144,,1.16501,1.8908,1.91849,2.3976,1.5656,1.98879,2.1638,1.60689,2.78628,,2.11667,1.27894,3.24048,1.55607,2.54855
P50225,SULT1A1,2.86571,2.14786,3.78745,1.78153,2.87105,4.76969,4.13791,1.93629,3.75928,2.33442,2.65048,2.21347,3.17732,3.01657,3.65196,3.7964,2.17511,4.07416,2.68551,3.94747
P51617,IRAK1,1.14484,0.96022,1.6314,0.89248,1.13953,1.47966,1.06382,1.13382,1.18695,0.70162,0.64931,0.57023,0.7113,1.22509,0.97782,1.88361,0.51802,2.48892,0.03775,1.66567
P09958,FURIN,6.18761,6.34734,6.81789,6.66028,6.81648,6.18572,6.46324,6.33895,6.52024,5.76112,6.40441,6.67243,6.74287,6.26406,6.29751,7.00598,6.40206,6.43101,6.23726,5.93265
Q0Z7S8,FABP9,1.10248,1.21765,1.43602,1.07052,,1.57771,1.09441,1.20863,1.33133,1.41352,1.03404,1.42804,2.10353,1.35982,,1.3341,0.9346,1.54243,1.1738,1.11465
P40259,CD79B,2.52232,2.13278,,2.91189,2.20541,1.94269,2.49289,2.49976,2.71213,,2.46688,2.4353,,2.53277,1.73489,2.37375,3.14545,2.64311,2.36358,
P07947,YES1,3.82744,2.91518,5.96575,4.08201,,5.33677,4.75673,4.89812,3.59604,4.54422,2.97489,2.97213,3.68718,4.37743,,5.15799,3.041,6.16734,3.56677,5.88178
P00813,ADA,5.2604,4.75632,5.16547,4.90676,5.70911,4.3249,5.33891,5.05932,5.38197,5.43662,5.14117,5.06122,4.779,4.90838,5.17696,5.16965,5.2673,5.54551,4.60175,5.34337
P01222,TSHB,2.69087,2.64293,,4.25572,3.20249,3.22856,3.42516,3.30997,3.88266,,3.41179,3.89072,,3.58232,3.53227,2.72924,3.57694,2.23531,3.16522,
Q03431,PTH1R,1.63437,1.00476,0.9251,0.40842,1.10243,0.40842,0.5776,0.83389,1.66714,0.70058,1.97723,1.1379,0.77231,0.87744,0.84352,0.40842,0.40842,1.1518,0.40842,0.92967
O94992,HEXIM1,5.64133,4.66742,6.31477,5.29451,4.90723,6.25437,5.51906,4.94446,5.49536,4.41975,4.81437,4.38939,5.16665,5.74559,5.50257,6.55794,4.12634,7.46584,4.04737,6.62719
P98160,HSPG2,8.12697,8.02814,7.82429,7.69076,8.05524,8.2033,8.33951,8.18635,7.73375,8.11506,8.07191,8.1727,7.83469,8.128,8.04711,7.86439,8.23618,8.26911,7.61809,8.20078
P14543,NID1,,4.52608,4.59639,4.65571,3.90921,4.28792,3.7625,4.12509,4.04848,3.97396,,4.28163,4.20018,4.44231,4.15171,4.40188,3.75703,4.69806,3.79343,4.36595
Q16698,DECR1,6.36586,3.81093,7.45348,4.75155,4.9173,4.42152,5.72144,7.92467,5.03079,5.71829,3.11608,4.44717,5.07556,5.53494,3.98849,6.70496,5.77052,9.53653,5.09061,8.0165
Q14005,IL16,5.54811,5.09762,4.84902,5.70652,5.44801,5.34608,5.70363,5.44464,4.85993,5.73149,5.16266,5.53854,5.1975,5.71452,5.16161,5.52206,5.76065,5.50438,4.4374,5.93107
P12931,SRC,7.37268,6.9027,7.39543,7.06406,7.08891,6.7897,7.36527,7.25834,7.53332,6.95285,6.74946,7.10082,7.46238,7.57643,7.2095,7.52171,6.40312,6.9755,6.9677,7.40398
P02462,COL4A1,5.53254,5.46046,5.34894,5.10861,5.32497,5.41871,5.68616,5.56869,5.57039,4.70095,5.5537,5.15938,4.9567,5.32134,5.14383,5.74144,5.68065,5.67046,5.55906,5.10174
P01215,CGA,3.4683,3.8922,3.55414,3.30918,3.77492,3.13134,3.55415,3.57855,3.22297,3.41322,3.48592,3.81283,4.21521,3.35392,3.60337,2.8349,3.35106,3.74135,3.19126,3.12687
P23443,RPS6KB1,2.58795,2.11873,3.53685,2.86695,2.85863,2.08421,1.92842,2.12232,2.49513,1.99308,1.18623,1.69859,2.14729,3.25432,2.18524,3.26008,1.47536,4.03348,1.74493,2.90271
O00214,LGALS8,6.10869,5.86887,7.24136,5.55696,5.79657,7.06327,6.03851,6.0007,5.94909,5.61387,5.57462,5.75433,6.07291,5.87922,6.01278,6.77929,5.5788,7.74151,5.67337,6.6994
O43157,PLXNB1,0.84164,0.63604,0.5796,0.43268,0.98614,1.96792,0.78582,0.4804,1.15991,0.50507,1.07831,0.91663,0.96194,0.72432,0.73608,0.70762,0.91672,1.03544,0.88444,0.75105
P21757,MSR1,6.54206,6.11927,5.78459,5.74357,6.25791,6.1715,6.06188,6.32451,6.32713,5.82474,6.27338,6.22289,5.89448,6.01632,5.81484,6.41708,6.04339,6.70439,6.20821,5.73028
O75509,TNFRSF21,8.18814,7.66413,7.78449,7.77181,8.05569,7.68672,7.99814,8.11321,8.03864,8.11822,8.01237,7.68822,7.71551,7.9715,7.76341,7.77644,8.0335,8.34759,7.91281,8.09625
P49747,COMP,,6.57479,5.9116,6.54014,6.84971,7.25369,7.01488,7.03207,6.6373,6.90876,,6.22473,6.18709,6.7445,6.64176,6.94272,6.97053,7.56177,6.53116,6.74996
P78560,CRADD,6.13538,5.5097,6.80928,6.02663,6.20486,5.8199,6.24622,6.34414,6.51805,5.9247,5.24293,5.45093,5.73543,6.48502,5.6038,7.17519,5.12576,8.77692,5.38965,7.32877
Q9UBG3,CRNN,6.05069,4.4895,5.82991,4.73781,6.33305,5.43071,4.68758,5.64794,5.54773,4.4252,6.1076,4.77551,5.57752,4.82435,5.35685,6.34255,4.81099,5.88549,5.04715,4.14761
Q07960,ARHGAP1,3.63364,2.42878,4.08761,2.76596,3.10521,4.55928,3.80978,3.48247,3.13065,2.64969,3.07509,2.72149,3.50675,2.83783,3.19485,4.16521,2.51897,5.13373,2.37792,4.75115
P15848,ARSB,1.79537,1.67408,2.75166,2.19387,1.13961,2.35743,1.56341,1.6685,1.67798,1.2586,1.5327,1.91558,1.19022,1.92723,1.39265,1.89658,1.22028,3.28727,0.74517,2.43819
P42830,CXCL5,11.10685,11.24628,11.73255,12.72633,10.29998,11.44903,10.47892,10.49653,11.75943,10.75832,10.23996,11.55942,10.63055,12.08173,10.89218,12.3272,8.356,13.41828,10.56993,12.88927
Q9BYZ8,REG4,8.58062,7.19106,,8.84016,8.96343,7.92258,7.7627,7.50262,8.34987,,8.37525,7.68556,,8.94795,8.32023,7.89289,8.58604,7.85467,7.71587,
Q8WX77,IGFBPL1,2.37367,2.01256,,2.91226,2.51211,2.56753,2.48103,2.19102,2.96895,,2.37502,2.52945,,2.57531,2.04449,2.63494,3.24381,2.5156,2.35602,
P00519,ABL1,4.7773,5.2718,6.54926,4.31561,4.19234,4.49691,4.69375,4.55722,4.00029,4.29554,3.90115,4.49335,4.32224,4.42247,4.00676,6.19805,3.48928,5.61229,4.30982,5.67856
P21964,COMT,2.38512,2.18786,,2.61414,3.10575,2.40264,3.10087,0.6063,3.35259,,1.66178,1.90967,,2.64338,2.18623,3.95988,2.58358,2.16235,2.11698,
O00308,WWP2,5.23565,4.86659,5.86519,5.58022,4.94038,4.2001,4.99149,5.60279,5.30625,4.94379,4.52368,4.64501,5.09636,5.55949,4.62273,5.81323,4.64962,6.56843,4.76543,5.73216
Q9UHF1,EGFL7,5.17023,5.08106,6.28198,5.55899,,4.58023,5.6394,4.75863,4.89148,5.33667,4.90995,5.12072,5.16278,5.46828,,5.30336,5.27645,5.12672,5.08173,5.0806
O75356,ENTPD5,2.27075,1.42282,,2.33791,2.0992,1.52023,1.52966,1.85449,1.81608,,2.14884,1.49971,,1.82162,1.69117,1.69712,2.26553,1.90665,1.63088,
Q12805,EFEMP1,,3.73942,3.36104,2.96008,3.28293,2.87818,3.28934,3.18716,3.75281,3.41643,,3.31262,3.4252,3.24861,2.98774,3.11497,3.10634,3.86009,3.40784,3.54928
P10451,SPP1,7.54997,6.97554,7.18343,6.59152,7.60048,6.35535,6.97711,7.51251,7.64761,7.8867,7.35149,7.29048,6.42864,7.09429,7.8127,6.6441,6.9266,7.7962,7.13089,7.97005
P20333,TNFRSF1B,5.28947,5.05474,5.50206,5.00617,5.47772,5.17542,5.42692,5.27845,5.38781,5.53584,5.33011,5.17659,5.38923,5.33514,5.22021,5.22429,5.26068,5.548,5.05556,5.5067
P08833,IGFBP1,6.1342,6.59716,6.62875,4.33228,4.97321,5.66107,5.64493,5.84397,6.49891,6.25596,5.84404,6.34013,6.66056,5.10627,4.95225,5.47737,6.26859,4.86614,6.50162,6.34771
P09341,CXCL1,10.25116,9.41776,11.23286,11.03111,9.26407,10.78539,10.59256,9.52715,10.23157,8.81742,9.73987,9.25444,10.17334,10.99735,9.60417,11.1005,8.46203,11.52867,9.08059,10.6279
O43291,SPINT2,1.87168,2.22614,2.45291,2.54554,2.17676,1.03235,1.83969,1.69962,2.06212,1.69114,2.02505,2.12579,1.82209,2.30815,1.82556,1.5777,1.5285,2.52297,1.87371,2.19424
O95633,FSTL3,1.43417,1.45623,1.36088,1.32606,2.02398,0.99145,1.31398,1.46242,1.49689,1.40077,1.54541,1.20926,1.68521,1.37134,1.62785,0.99391,1.36332,1.66713,1.45332,1.2527
O00273,DFFA,4.39047,3.40753,4.13041,3.48188,4.2804,3.26753,4.02871,3.6115,4.27672,3.4012,3.68318,3.3709,3.36228,3.88314,3.45283,4.71782,3.1807,5.66313,3.10996,4.3035
P58499,FAM3B,3.5327,3.50649,3.97033,3.83245,4.84614,3.01264,3.88757,3.54912,3.6315,3.06915,3.2445,3.46294,4.14231,3.95802,4.26267,3.36914,3.63421,3.91444,3.37221,3.31854
Q04637,EIF4G1,5.15037,4.10186,5.86153,4.69687,4.37021,4.94844,5.06856,4.57412,5.45267,3.74164,4.15002,3.19021,4.2545,5.17907,4.95454,6.03624,2.89529,6.92889,3.35745,6.1773
Q16820,MEP1B,3.24415,2.52998,,6.58002,3.53849,3.02457,4.13373,2.69796,2.48555,,3.53598,2.92927,,6.62673,3.63271,1.65937,4.61488,2.97669,2.47629,
A6NI73,LILRA5,3.82308,3.74927,,4.66724,3.81546,3.77638,3.69007,2.7952,3.92515,,3.79965,3.96712,,4.34779,3.38349,4.11141,4.5363,3.07984,3.22761,
Q9BZR6,RTN4R,0.72736,0.45277,,1.42562,1.0298,0.85097,1.24154,0.66032,1.37692,,0.87325,0.7351,,1.26528,0.76091,0.75432,1.91834,0.74388,0.87839,
Q9UHX3,ADGRE2,5.38163,4.3399,,5.33669,5.11373,4.32803,5.00514,5.26979,5.06171,,4.99175,4.41344,,5.07228,4.71715,5.06797,5.70097,5.23337,4.45155,
Q9UKJ0,PILRB,3.93258,3.51378,,4.73974,3.6922,3.85327,4.46434,3.24061,3.58224,,3.79491,3.62377,,4.44482,3.17668,4.3368,5.2049,3.32973,2.89848,
P23588,EIF4B,7.23046,7.04375,7.98244,7.28818,7.50658,6.81139,7.63975,7.55291,7.60884,6.72643,6.60189,6.926,7.29871,7.3449,6.98752,8.04389,7.02605,8.48431,7.38511,6.97785
Q9BZM5,ULBP2,2.66379,1.76865,2.89078,2.42531,2.63392,2.5541,3.17518,3.52183,2.29213,2.22809,2.50033,1.82845,3.12303,2.91957,2.22408,2.94692,2.41096,3.77608,2.39551,2.22
P38936,CDKN1A,4.41175,5.07614,6.79672,5.22547,4.06338,5.17163,4.60535,5.11988,3.72668,3.72021,3.36086,4.50654,4.38891,5.62088,3.81915,7.31887,3.10469,6.96974,4.01087,5.47451
Q13158,FADD,2.5978,2.21399,3.97932,2.04072,2.13087,3.53996,2.24157,2.3718,2.56855,2.04065,2.14646,1.29807,2.39644,2.65335,2.09595,3.96757,1.29807,4.98806,1.88842,3.59506
P21741,MDK,4.68101,4.54424,5.2737,5.23091,4.22263,3.41418,4.45402,4.31312,4.34098,4.13829,4.24599,4.71259,4.43754,4.80499,4.1332,4.79313,4.14814,5.22337,3.90421,4.50957
P15328,FOLR1,8.53099,8.00148,9.04703,8.74371,8.81677,8.27838,8.37302,8.36295,8.53702,8.59195,8.58403,8.32658,8.48716,8.93902,8.35726,8.57741,8.17359,8.63609,8.46567,8.60992
Q9Y5A7,NUB1,1.80312,1.54913,2.50225,1.5755,,3.209,2.24532,1.95831,1.91652,1.16478,1.35723,1.57259,1.69071,1.54498,,3.22706,1.37715,3.94489,1.59609,3.12
Q9UNK0,STX8,1.8323,0.89033,2.26258,1.46381,,2.65215,2.14908,2.09324,1.21901,1.94297,1.24632,1.35719,1.44942,1.28244,,1.8478,1.56059,3.47906,1.8726,3.65002
P30838,ALDH3A1,0.41342,-0.2277,2.03995,0.15316,,-0.12029,0.80361,0.97998,-0.31117,0.06713,0.26989,-0.33697,2.57254,-0.1741,,0.88055,0.47262,1.14737,-0.38574,-0.12671
Q13145,BAMBI,1.32845,0.80496,0.72713,2.49914,,1.0219,1.22826,1.10887,1.17212,1.24044,0.95979,1.18203,1.15293,2.45867,,0.86464,0.98402,1.45822,0.96558,1.47775
Q16270,IGFBP7,7.18724,6.76852,6.85453,6.71768,7.20479,7.1277,7.17929,6.92287,7.10178,7.32915,7.03783,7.11346,6.94984,7.09879,7.02814,6.80227,6.98137,7.24771,6.78179,7.24192
P43489,TNFRSF4,3.9912,3.4411,3.50573,3.85798,3.66983,3.34681,3.89096,4.08888,3.47935,4.23107,3.86597,3.47441,3.67388,4.20455,3.18973,3.50701,3.75853,4.11345,3.5631,4.06283
Q9NZN5,ARHGEF12,3.21525,4.3277,6.22417,3.96869,2.6745,2.80655,4.69952,5.09558,3.74992,1.44005,2.32292,4.08127,3.0198,3.87062,2.82953,5.02207,2.80601,6.18269,2.9307,4.43752
Q9NRA1,PDGFC,2.31867,2.57185,2.27478,2.41563,,1.87483,2.71062,2.29913,2.18812,1.95638,2.17069,2.48257,1.96075,2.56715,,2.69304,2.61646,2.24023,2.52255,1.73485
P23141,CES1,,3.38742,2.71045,3.16816,4.09464,3.79492,3.71531,3.96045,3.57837,2.29716,,3.18423,3.22494,3.9323,4.33466,3.54423,3.81857,3.38641,3.06371,2.37178
Q9Y5P4,CERT1,0.39893,0.43777,2.09964,0.59973,0.36399,1.71719,0.79345,1.05938,1.05761,-0.05238,0.07759,0.21631,0.95876,1.0158,-0.12081,1.73572,-0.13296,2.8841,0.49091,1.7145
Q6UWL6,KIRREL2,2.72147,3.11764,3.05913,3.59705,3.71053,2.6982,3.02134,3.40265,3.40585,3.22384,2.77853,3.48553,2.93126,3.60113,3.2493,2.54438,3.13771,3.59349,3.31135,3.4097
Q16719,KYNU,8.39904,8.11922,7.91186,7.48881,8.05654,7.32169,7.77727,7.52012,8.11396,7.6073,7.6301,8.17296,7.75094,8.35707,7.73049,8.25406,7.37824,7.9726,7.34103,7.94688
Q8TE58,ADAMTS15,5.28188,4.66306,4.79956,5.11253,5.56424,4.23044,5.09613,5.366,4.82779,5.23392,4.97401,4.94305,4.76516,5.08249,4.64383,5.29023,5.15162,5.79754,4.82425,4.88762
Q8IUK5,PLXDC1,2.01968,2.29538,1.69997,2.11366,,1.6175,2.17008,2.28602,2.09271,2.01513,1.94299,2.12488,1.61354,2.40342,,2.2083,2.23524,2.22705,1.77298,2.06505
P16284,PECAM1,4.94292,4.16517,6.13048,4.49125,4.30081,4.40669,5.74468,4.86224,4.58622,4.60435,4.60619,4.66142,4.66625,4.48834,4.44066,5.95391,4.09128,5.3472,4.42595,5.23837
P52564,MAP2K6,3.41359,3.42999,4.7093,3.87143,3.78982,3.16519,3.75655,3.75316,3.98746,2.42986,2.64241,3.22048,3.31481,4.43914,3.5526,5.00862,2.61903,5.72071,2.44104,3.771
Q04900,CD164,3.10112,2.92449,,3.93708,3.16676,3.50827,3.5653,3.15948,3.12386,,3.12211,3.16946,,3.41506,2.86836,3.62032,3.64449,3.69366,3.04889,
P49788,RARRES1,0.72459,0.56456,0.26083,0.4463,,0.5914,0.88739,0.7238,0.3794,0.43326,0.60488,0.63329,0.12935,0.24655,,0.85093,0.75103,0.62799,0.55008,0.48199
P07585,DCN,4.21792,4.03086,3.44825,3.83209,4.27738,4.27945,3.87933,4.14316,3.93284,3.94743,4.16164,4.09462,3.83987,3.95506,4.15744,4.16899,4.05194,4.09173,3.52601,3.87799
P20160,AZU1,2.83378,2.77335,2.96098,3.01308,2.77169,2.51749,2.70934,2.55782,2.51004,2.40465,2.53944,2.91229,2.59055,2.76749,2.36419,2.2197,2.88616,3.16501,2.58731,3.13609
Q5T2D2,TREML2,4.6137,4.40605,4.93402,4.44578,4.91239,4.70418,4.57342,4.99933,4.73039,4.71721,4.46777,4.67315,4.43141,4.87088,4.49922,4.64563,4.41361,5.80315,4.29462,4.81446
O00339,MATN2,4.96073,4.92837,5.1246,4.86418,5.82345,3.88764,5.02259,5.01988,4.61621,4.81726,5.10351,4.76654,5.18483,4.94841,5.18269,4.26784,5.00581,5.4776,4.66685,4.365
P28845,HSD11B1,1.6857,1.67264,0.99486,1.39224,1.58416,1.33716,1.53573,1.65807,1.63385,1.80469,1.53795,1.87167,1.45769,1.39066,1.45841,1.20199,1.3055,1.72374,1.35414,2.06523
Q8IXJ6,SIRT2,6.45107,5.94339,7.31615,5.67286,6.36474,5.68605,6.69601,5.68514,7.6349,5.65798,5.46274,5.3279,5.78018,6.29226,6.18782,7.85299,4.74049,8.67212,5.46117,7.87184
P35968,KDR,7.54192,7.28874,7.42787,7.54271,7.65574,7.25629,7.4075,7.37978,7.46974,7.3287,7.46904,7.61113,7.55507,7.70493,7.05761,7.29908,7.28665,7.62206,7.39649,7.21951
Q9NS68,TNFRSF19,6.69648,5.71382,5.97458,6.16022,6.57733,6.24414,6.0397,6.38728,6.2275,6.2241,6.46298,6.04861,6.32359,6.48887,5.86615,6.16876,5.8655,6.53145,6.04771,6.33681
P55058,PLTP,,2.05801,2.00647,1.78479,2.05983,2.25094,2.06948,1.86953,1.85051,2.03035,,1.97441,1.87499,2.08896,2.11386,1.96886,2.1254,2.06943,1.93684,1.7821
Q6UXH1,CRELD2,2.80804,2.99028,3.84265,3.16263,3.74803,2.86814,2.94113,3.06665,3.52572,2.76766,2.83351,3.00374,3.08519,3.2676,3.39411,2.96264,2.77378,4.0446,3.10004,3.37962
P50135,HNMT,8.0705,6.63135,6.31521,5.61941,7.58623,6.42607,7.12871,6.94563,7.01785,6.43451,7.36224,7.22325,7.03313,6.32478,6.97243,6.45923,6.79054,7.10108,6.35834,6.68734
Q96SB3,PPP1R9B,1.50467,1.92508,3.30627,1.82771,1.05979,3.85323,1.46216,2.0047,2.41909,1.46717,1.46547,1.56738,1.45535,1.36255,2.17708,3.42322,0.80816,3.8038,1.07324,3.38014
P07948,LYN,4.75639,4.87437,5.40571,3.91025,3.67738,4.76344,4.27668,4.64503,4.11793,4.08189,3.66412,4.31811,4.38272,4.219,4.26601,5.70105,3.18311,5.56533,4.28964,5.12816
Q9Y4K4,MAP4K5,5.03645,4.29804,5.5284,4.86414,,5.20245,5.2384,3.81793,5.17144,3.97551,3.42975,3.68988,3.79206,5.89019,,6.96282,3.46335,6.72353,4.03466,6.37579
Q02487,DSC2,3.12808,3.30931,3.30307,2.98046,3.66134,2.5613,3.22197,3.20154,3.34372,3.13422,3.52811,3.13599,3.07554,3.43239,3.04115,2.37914,3.18678,3.78887,3.26471,2.9365
Q8WXI8,CLEC4D,3.05086,3.40565,3.48587,2.7229,2.31151,1.59453,3.49108,1.91296,2.97606,2.46927,2.67717,2.77173,3.28232,2.85,2.36647,2.70325,3.4461,2.63234,1.99039,2.58322
Q9BUD6,SPON2,9.05333,9.15933,9.08346,9.05171,9.12951,8.61385,9.14254,9.15775,9.16565,9.04056,8.96977,9.21939,9.14573,9.18442,8.93629,8.7274,9.23217,9.13047,9.00814,9.02583
Q9NZV1,CRIM1,2.39681,2.817,2.2024,2.1526,2.60606,2.14337,1.98911,2.71343,2.2761,2.24794,2.76845,2.31787,2.41053,2.42526,2.26519,2.03735,2.314,2.47454,2.12983,2.45455
Q16773,KYAT1,6.7795,6.18037,,6.98461,6.92126,6.85467,7.2109,6.57695,7.10889,,6.05956,6.29075,,6.60038,6.15798,8.01575,6.96336,8.31978,6.34994,
Q15155,NOMO1,4.34268,4.81407,,5.43737,5.58985,4.90992,5.2062,5.48821,5.47231,,4.18202,5.06648,,5.01461,5.29278,5.12502,6.05472,5.63791,4.81828,
O14786,NRP1,,1.3301,1.25791,1.07015,1.20393,1.35713,1.19137,1.27824,1.46758,1.42113,,1.12457,1.22339,1.31496,1.03078,1.34482,1.21339,1.71679,1.11965,1.50043
P26022,PTX3,4.49215,4.0965,4.46121,3.86683,4.28867,3.51563,3.94777,4.48608,4.29202,4.48481,3.95643,4.05386,3.95541,3.65109,4.44821,4.19445,4.03439,5.88197,3.561,4.27098
Q8IW75,SERPINA12,2.77626,0.03668,0.14736,1.05566,2.66734,1.64577,5.33608,0.16048,0.59113,0.93227,1.319,1.46399,1.03645,1.64048,0.52785,1.569,5.46004,0.07908,0.82921,1.46824
P09237,MMP7,7.93621,3.79743,8.91399,8.59458,8.62191,8.43541,9.00998,8.85037,8.34309,8.18315,7.71595,3.70331,8.93613,8.73825,8.34401,8.99415,9.01382,8.82117,8.04404,8.34449
P12104,FABP2,8.69025,8.48999,8.76947,8.73737,8.73073,8.28751,8.69813,8.29704,9.40114,7.82071,8.91504,8.98768,9.26221,8.51764,9.10687,8.22212,8.63189,8.90429,7.48424,7.83219
Q92956,TNFRSF14,4.35616,3.88632,4.6955,4.08965,4.32639,4.51631,4.68435,4.18352,4.34822,4.4169,4.35934,4.2573,4.15586,4.45427,4.24135,4.44681,4.11277,5.06269,4.04505,4.39865
P28799,GRN,4.67966,3.9839,4.6093,4.3586,4.74199,4.54915,4.36465,4.25195,4.76133,4.8852,4.66098,4.11364,4.22363,4.57915,4.65467,4.62505,4.33492,4.71067,4.51202,4.79139
P09758,TACSTD2,4.39501,4.52457,4.14441,4.49667,4.87914,4.43622,4.318,4.31989,4.22325,4.36034,4.1996,4.45449,4.12786,4.55748,4.59903,4.60459,4.37287,4.62861,4.04666,4.53161
